filename	Polymer-Y_20260527
instrument_name	0550-1823 (192.168.0.3)
instrument_type	TGA5500
operator	Demo Operator
rundate	05/27/2026
sample_name	Polymer-Y
sample mass	10.500 mg
pan_type	Alumina
procedure_name	Char yield with gas and without air cool
proceduresegments	Ramp 10.0 C/min to 900 C; Isothermal 5.0 min
trios_version	5.1.1.46572
gas_type	N2
flow_rate	50 mL/min
[File Parameters]
Name	Polymer-Y_20260527
Instrument type	TGA5500
Instrument serial number	0550-1823 (192.168.0.3)
Instrument name	0550-1823 (192.168.0.3)
Instrument location	Lab
Company name	eConversion
Trios version	5.1.1.46572
File name	C:\Mock\Polymer-Y_20260527.tri
Run date	05/27/2026 12:00:00 PM
[Procedure]
Procedure Name	Char yield with gas and without air cool
Sample Name	Polymer-Y
Sample Mass	10.500 mg
Pan Type	Alumina
[step]
Temperature Ramp - Mock
time	temperature	weight	dta	purge_flow
5.250000e+00	8.250000e+01	1.046948e+01	-7.205451e-04	5.000000e+01
5.500000e+00	8.500000e+01	1.049344e+01	-3.260918e-02	5.000000e+01
5.750000e+00	8.750000e+01	1.051030e+01	-9.864633e-03	5.000000e+01
6.000000e+00	9.000000e+01	1.051834e+01	-4.510352e-03	5.000000e+01
6.250000e+00	9.250000e+01	1.049495e+01	-3.376692e-02	5.000000e+01
6.500000e+00	9.500000e+01	1.050791e+01	-1.028344e-02	5.000000e+01
6.750000e+00	9.750000e+01	1.050521e+01	-1.153552e-03	5.000000e+01
7.000000e+00	1.000000e+02	1.051643e+01	-1.811464e-02	5.000000e+01
7.250000e+00	1.025000e+02	1.047662e+01	-2.682265e-02	5.000000e+01
7.500000e+00	1.050000e+02	1.051193e+01	-2.973907e-02	5.000000e+01
7.750000e+00	1.075000e+02	1.046820e+01	1.738475e-02	5.000000e+01
8.000000e+00	1.100000e+02	1.044498e+01	-2.609937e-02	5.000000e+01
8.250000e+00	1.125000e+02	1.048726e+01	-4.493343e-02	5.000000e+01
8.500000e+00	1.150000e+02	1.048077e+01	-4.218748e-02	5.000000e+01
8.750000e+00	1.175000e+02	1.051840e+01	-2.309173e-02	5.000000e+01
9.000000e+00	1.200000e+02	1.051395e+01	-6.445138e-02	5.000000e+01
9.250000e+00	1.225000e+02	1.047440e+01	-5.088677e-02	5.000000e+01
9.500000e+00	1.250000e+02	1.051779e+01	-5.695207e-02	5.000000e+01
9.750000e+00	1.275000e+02	1.047895e+01	-6.873598e-02	5.000000e+01
1.000000e+01	1.300000e+02	1.049819e+01	-6.912220e-02	5.000000e+01
1.025000e+01	1.325000e+02	1.049383e+01	-1.226387e-01	5.000000e+01
1.050000e+01	1.350000e+02	1.049878e+01	-1.044843e-01	5.000000e+01
1.075000e+01	1.375000e+02	1.049848e+01	-1.593384e-01	5.000000e+01
1.100000e+01	1.400000e+02	1.047961e+01	-1.683764e-01	5.000000e+01
1.125000e+01	1.425000e+02	1.045847e+01	-1.538552e-01	5.000000e+01
1.150000e+01	1.450000e+02	1.044968e+01	-1.787340e-01	5.000000e+01
1.175000e+01	1.475000e+02	1.043100e+01	-2.122908e-01	5.000000e+01
1.200000e+01	1.500000e+02	1.039270e+01	-2.527099e-01	5.000000e+01
1.225000e+01	1.525000e+02	1.037571e+01	-2.332339e-01	5.000000e+01
1.250000e+01	1.550000e+02	1.036582e+01	-2.713364e-01	5.000000e+01
1.275000e+01	1.575000e+02	1.037109e+01	-2.897998e-01	5.000000e+01
1.300000e+01	1.600000e+02	1.034026e+01	-2.948924e-01	5.000000e+01
1.325000e+01	1.625000e+02	1.037948e+01	-2.853466e-01	5.000000e+01
1.350000e+01	1.650000e+02	1.029814e+01	-3.385614e-01	5.000000e+01
1.375000e+01	1.675000e+02	1.027718e+01	-2.921490e-01	5.000000e+01
1.400000e+01	1.700000e+02	1.030131e+01	-2.963809e-01	5.000000e+01
1.425000e+01	1.725000e+02	1.029995e+01	-3.093021e-01	5.000000e+01
1.450000e+01	1.750000e+02	1.026562e+01	-2.719447e-01	5.000000e+01
1.475000e+01	1.775000e+02	1.025747e+01	-2.729790e-01	5.000000e+01
1.500000e+01	1.800000e+02	1.025478e+01	-2.875107e-01	5.000000e+01
1.525000e+01	1.825000e+02	1.020777e+01	-2.768724e-01	5.000000e+01
1.550000e+01	1.850000e+02	1.016477e+01	-2.358693e-01	5.000000e+01
1.575000e+01	1.875000e+02	1.016840e+01	-2.649438e-01	5.000000e+01
1.600000e+01	1.900000e+02	1.018449e+01	-2.250309e-01	5.000000e+01
1.625000e+01	1.925000e+02	1.011908e+01	-2.140238e-01	5.000000e+01
1.650000e+01	1.950000e+02	1.013501e+01	-1.826530e-01	5.000000e+01
1.675000e+01	1.975000e+02	1.012454e+01	-1.624345e-01	5.000000e+01
1.700000e+01	2.000000e+02	1.009751e+01	-1.487934e-01	5.000000e+01
1.725000e+01	2.025000e+02	1.010425e+01	-1.102392e-01	5.000000e+01
1.750000e+01	2.050000e+02	1.009220e+01	-1.125438e-01	5.000000e+01
1.775000e+01	2.075000e+02	1.012875e+01	-1.085170e-01	5.000000e+01
1.800000e+01	2.100000e+02	1.009302e+01	-1.126241e-01	5.000000e+01
1.825000e+01	2.125000e+02	1.006720e+01	-6.132726e-02	5.000000e+01
1.850000e+01	2.150000e+02	1.006820e+01	-5.377346e-02	5.000000e+01
1.875000e+01	2.175000e+02	1.006254e+01	-2.511691e-02	5.000000e+01
1.900000e+01	2.200000e+02	1.010000e+01	-6.008084e-02	5.000000e+01
1.925000e+01	2.225000e+02	1.006810e+01	-3.675479e-02	5.000000e+01
1.950000e+01	2.250000e+02	1.007852e+01	-3.169155e-02	5.000000e+01
1.975000e+01	2.275000e+02	1.009574e+01	-2.650333e-02	5.000000e+01
2.000000e+01	2.300000e+02	1.006481e+01	-1.968216e-02	5.000000e+01
2.025000e+01	2.325000e+02	1.007383e+01	-5.012715e-02	5.000000e+01
2.050000e+01	2.350000e+02	1.004133e+01	4.007594e-03	5.000000e+01
2.075000e+01	2.375000e+02	1.005727e+01	3.302203e-03	5.000000e+01
2.100000e+01	2.400000e+02	1.006808e+01	1.505365e-02	5.000000e+01
2.125000e+01	2.425000e+02	1.008873e+01	3.920053e-02	5.000000e+01
2.150000e+01	2.450000e+02	1.010506e+01	-1.077194e-02	5.000000e+01
2.175000e+01	2.475000e+02	1.007961e+01	-4.017433e-03	5.000000e+01
2.200000e+01	2.500000e+02	1.008549e+01	-2.243638e-03	5.000000e+01
2.225000e+01	2.525000e+02	1.008353e+01	3.706622e-02	5.000000e+01
2.250000e+01	2.550000e+02	1.010278e+01	-3.589180e-02	5.000000e+01
2.275000e+01	2.575000e+02	1.009876e+01	8.841135e-03	5.000000e+01
2.300000e+01	2.600000e+02	1.008575e+01	-2.998574e-02	5.000000e+01
2.325000e+01	2.625000e+02	1.005877e+01	-5.195974e-02	5.000000e+01
2.350000e+01	2.650000e+02	1.009897e+01	-4.054900e-02	5.000000e+01
2.375000e+01	2.675000e+02	1.008800e+01	-2.760042e-02	5.000000e+01
2.400000e+01	2.700000e+02	1.010577e+01	2.156758e-02	5.000000e+01
2.425000e+01	2.725000e+02	1.007937e+01	-1.703158e-02	5.000000e+01
2.450000e+01	2.750000e+02	1.012102e+01	-4.058210e-03	5.000000e+01
2.475000e+01	2.775000e+02	1.007246e+01	-2.260764e-02	5.000000e+01
2.500000e+01	2.800000e+02	1.011345e+01	1.307903e-02	5.000000e+01
2.525000e+01	2.825000e+02	1.008242e+01	-2.094647e-02	5.000000e+01
2.550000e+01	2.850000e+02	1.006916e+01	2.772412e-02	5.000000e+01
2.575000e+01	2.875000e+02	1.005630e+01	-1.815591e-02	5.000000e+01
2.600000e+01	2.900000e+02	1.007683e+01	-1.318582e-02	5.000000e+01
2.625000e+01	2.925000e+02	1.010989e+01	5.053804e-03	5.000000e+01
2.650000e+01	2.950000e+02	1.009714e+01	3.681537e-03	5.000000e+01
2.675000e+01	2.975000e+02	1.009447e+01	3.238825e-02	5.000000e+01
2.700000e+01	3.000000e+02	1.003011e+01	7.149972e-03	5.000000e+01
2.725000e+01	3.025000e+02	1.009493e+01	-1.840274e-02	5.000000e+01
2.750000e+01	3.050000e+02	1.009167e+01	-4.247997e-03	5.000000e+01
2.775000e+01	3.075000e+02	1.006845e+01	-3.067941e-03	5.000000e+01
2.800000e+01	3.100000e+02	1.006682e+01	2.457759e-02	5.000000e+01
2.825000e+01	3.125000e+02	1.007995e+01	1.974173e-02	5.000000e+01
2.850000e+01	3.150000e+02	1.011622e+01	1.201212e-02	5.000000e+01
2.875000e+01	3.175000e+02	1.005784e+01	3.452097e-02	5.000000e+01
2.900000e+01	3.200000e+02	1.007102e+01	9.737715e-03	5.000000e+01
2.925000e+01	3.225000e+02	1.010860e+01	2.127232e-02	5.000000e+01
2.950000e+01	3.250000e+02	1.007063e+01	3.187830e-02	5.000000e+01
2.975000e+01	3.275000e+02	1.007235e+01	6.374146e-02	5.000000e+01
3.000000e+01	3.300000e+02	1.008205e+01	3.684811e-02	5.000000e+01
3.025000e+01	3.325000e+02	1.005393e+01	3.825305e-02	5.000000e+01
3.050000e+01	3.350000e+02	1.008462e+01	3.170027e-02	5.000000e+01
3.075000e+01	3.375000e+02	1.005460e+01	7.467706e-02	5.000000e+01
3.100000e+01	3.400000e+02	1.009859e+01	5.863088e-02	5.000000e+01
3.125000e+01	3.425000e+02	1.008007e+01	8.787541e-02	5.000000e+01
3.150000e+01	3.450000e+02	1.012795e+01	5.488183e-02	5.000000e+01
3.175000e+01	3.475000e+02	1.008590e+01	1.270905e-01	5.000000e+01
3.200000e+01	3.500000e+02	1.010868e+01	9.440772e-02	5.000000e+01
3.225000e+01	3.525000e+02	1.005263e+01	1.219320e-01	5.000000e+01
3.250000e+01	3.550000e+02	1.007744e+01	1.767987e-01	5.000000e+01
3.275000e+01	3.575000e+02	1.008679e+01	1.489007e-01	5.000000e+01
3.300000e+01	3.600000e+02	1.011666e+01	1.958715e-01	5.000000e+01
3.325000e+01	3.625000e+02	1.004470e+01	2.228080e-01	5.000000e+01
3.350000e+01	3.650000e+02	1.010080e+01	2.272798e-01	5.000000e+01
3.375000e+01	3.675000e+02	1.009242e+01	3.021642e-01	5.000000e+01
3.400000e+01	3.700000e+02	1.011220e+01	3.355082e-01	5.000000e+01
3.425000e+01	3.725000e+02	1.009496e+01	2.985279e-01	5.000000e+01
3.450000e+01	3.750000e+02	1.008109e+01	3.436172e-01	5.000000e+01
3.475000e+01	3.775000e+02	1.006905e+01	4.255937e-01	5.000000e+01
3.500000e+01	3.800000e+02	9.949191e+00	4.223579e-01	5.000000e+01
3.525000e+01	3.825000e+02	9.848759e+00	4.817284e-01	5.000000e+01
3.550000e+01	3.850000e+02	9.709882e+00	5.351769e-01	5.000000e+01
3.575000e+01	3.875000e+02	9.625587e+00	5.913890e-01	5.000000e+01
3.600000e+01	3.900000e+02	9.439582e+00	6.197842e-01	5.000000e+01
3.625000e+01	3.925000e+02	9.328395e+00	6.744018e-01	5.000000e+01
3.650000e+01	3.950000e+02	9.157971e+00	7.065509e-01	5.000000e+01
3.675000e+01	3.975000e+02	9.051868e+00	7.986209e-01	5.000000e+01
3.700000e+01	4.000000e+02	8.934909e+00	8.143865e-01	5.000000e+01
3.725000e+01	4.025000e+02	8.815981e+00	8.831419e-01	5.000000e+01
3.750000e+01	4.050000e+02	8.698341e+00	9.183840e-01	5.000000e+01
3.775000e+01	4.075000e+02	8.536257e+00	9.828856e-01	5.000000e+01
3.800000e+01	4.100000e+02	8.382975e+00	1.029050e+00	5.000000e+01
3.825000e+01	4.125000e+02	8.285305e+00	1.079956e+00	5.000000e+01
3.850000e+01	4.150000e+02	8.155799e+00	1.112472e+00	5.000000e+01
3.875000e+01	4.175000e+02	8.024520e+00	1.196578e+00	5.000000e+01
3.900000e+01	4.200000e+02	7.868742e+00	1.254801e+00	5.000000e+01
3.925000e+01	4.225000e+02	7.776502e+00	1.274835e+00	5.000000e+01
3.950000e+01	4.250000e+02	7.623800e+00	1.325273e+00	5.000000e+01
3.975000e+01	4.275000e+02	7.505903e+00	1.364883e+00	5.000000e+01
4.000000e+01	4.300000e+02	7.387215e+00	1.400677e+00	5.000000e+01
4.025000e+01	4.325000e+02	7.242507e+00	1.418365e+00	5.000000e+01
4.050000e+01	4.350000e+02	7.104982e+00	1.442624e+00	5.000000e+01
4.075000e+01	4.375000e+02	7.013427e+00	1.477391e+00	5.000000e+01
4.100000e+01	4.400000e+02	6.842589e+00	1.478661e+00	5.000000e+01
4.125000e+01	4.425000e+02	6.700509e+00	1.470253e+00	5.000000e+01
4.150000e+01	4.450000e+02	6.578328e+00	1.497806e+00	5.000000e+01
4.175000e+01	4.475000e+02	6.476368e+00	1.462235e+00	5.000000e+01
4.200000e+01	4.500000e+02	6.316976e+00	1.497610e+00	5.000000e+01
4.225000e+01	4.525000e+02	6.194643e+00	1.498793e+00	5.000000e+01
4.250000e+01	4.550000e+02	6.078099e+00	1.503186e+00	5.000000e+01
4.275000e+01	4.575000e+02	5.911471e+00	1.464695e+00	5.000000e+01
4.300000e+01	4.600000e+02	5.755236e+00	1.458863e+00	5.000000e+01
4.325000e+01	4.625000e+02	5.667035e+00	1.414553e+00	5.000000e+01
4.350000e+01	4.650000e+02	5.534824e+00	1.364238e+00	5.000000e+01
4.375000e+01	4.675000e+02	5.386485e+00	1.322787e+00	5.000000e+01
4.400000e+01	4.700000e+02	5.286799e+00	1.294401e+00	5.000000e+01
4.425000e+01	4.725000e+02	5.150518e+00	1.246070e+00	5.000000e+01
4.450000e+01	4.750000e+02	4.986117e+00	1.242840e+00	5.000000e+01
4.475000e+01	4.775000e+02	4.887147e+00	1.180339e+00	5.000000e+01
4.500000e+01	4.800000e+02	4.741399e+00	1.148163e+00	5.000000e+01
4.525000e+01	4.825000e+02	4.583627e+00	1.088823e+00	5.000000e+01
4.550000e+01	4.850000e+02	4.493535e+00	1.057558e+00	5.000000e+01
4.575000e+01	4.875000e+02	4.352326e+00	1.006315e+00	5.000000e+01
4.600000e+01	4.900000e+02	4.206878e+00	9.201283e-01	5.000000e+01
4.625000e+01	4.925000e+02	4.102763e+00	8.753245e-01	5.000000e+01
4.650000e+01	4.950000e+02	3.971284e+00	8.181272e-01	5.000000e+01
4.675000e+01	4.975000e+02	3.818159e+00	7.448514e-01	5.000000e+01
4.700000e+01	5.000000e+02	3.707948e+00	7.400962e-01	5.000000e+01
4.725000e+01	5.025000e+02	3.590109e+00	7.007753e-01	5.000000e+01
4.750000e+01	5.050000e+02	3.423080e+00	6.286165e-01	5.000000e+01
4.775000e+01	5.075000e+02	3.315298e+00	5.721805e-01	5.000000e+01
4.800000e+01	5.100000e+02	3.255058e+00	5.589010e-01	5.000000e+01
4.825000e+01	5.125000e+02	3.302586e+00	4.471172e-01	5.000000e+01
4.850000e+01	5.150000e+02	3.215892e+00	4.565210e-01	5.000000e+01
4.875000e+01	5.175000e+02	3.269601e+00	4.169114e-01	5.000000e+01
4.900000e+01	5.200000e+02	3.248569e+00	3.658924e-01	5.000000e+01
4.925000e+01	5.225000e+02	3.252896e+00	3.706395e-01	5.000000e+01
4.950000e+01	5.250000e+02	3.294933e+00	3.299767e-01	5.000000e+01
4.975000e+01	5.275000e+02	3.254820e+00	2.753477e-01	5.000000e+01
5.000000e+01	5.300000e+02	3.302060e+00	2.510805e-01	5.000000e+01
5.025000e+01	5.325000e+02	3.245715e+00	2.194950e-01	5.000000e+01
5.050000e+01	5.350000e+02	3.262361e+00	1.935996e-01	5.000000e+01
5.075000e+01	5.375000e+02	3.244692e+00	1.563458e-01	5.000000e+01
5.100000e+01	5.400000e+02	3.240496e+00	1.907833e-01	5.000000e+01
5.125000e+01	5.425000e+02	3.256312e+00	1.663436e-01	5.000000e+01
5.150000e+01	5.450000e+02	3.249066e+00	1.461831e-01	5.000000e+01
5.175000e+01	5.475000e+02	3.259252e+00	9.451462e-02	5.000000e+01
5.200000e+01	5.500000e+02	3.210794e+00	1.458519e-01	5.000000e+01
5.225000e+01	5.525000e+02	3.297052e+00	1.332302e-01	5.000000e+01
5.250000e+01	5.550000e+02	3.251493e+00	8.824588e-02	5.000000e+01
5.275000e+01	5.575000e+02	3.291601e+00	5.863370e-02	5.000000e+01
5.300000e+01	5.600000e+02	3.233851e+00	5.291161e-02	5.000000e+01
5.325000e+01	5.625000e+02	3.261143e+00	7.333928e-02	5.000000e+01
5.350000e+01	5.650000e+02	3.321464e+00	4.256419e-02	5.000000e+01
5.375000e+01	5.675000e+02	3.236736e+00	5.705179e-02	5.000000e+01
5.400000e+01	5.700000e+02	3.223599e+00	7.740861e-02	5.000000e+01
5.425000e+01	5.725000e+02	3.243523e+00	2.432557e-02	5.000000e+01
5.450000e+01	5.750000e+02	3.264922e+00	9.427361e-02	5.000000e+01
5.475000e+01	5.775000e+02	3.269560e+00	8.601040e-02	5.000000e+01
5.500000e+01	5.800000e+02	3.282098e+00	3.122669e-02	5.000000e+01
5.525000e+01	5.825000e+02	3.249603e+00	2.972243e-02	5.000000e+01
5.550000e+01	5.850000e+02	3.221353e+00	5.505250e-02	5.000000e+01
5.575000e+01	5.875000e+02	3.245864e+00	4.349079e-02	5.000000e+01
5.600000e+01	5.900000e+02	3.281045e+00	6.287069e-02	5.000000e+01
5.625000e+01	5.925000e+02	3.264779e+00	2.116623e-02	5.000000e+01
5.650000e+01	5.950000e+02	3.213904e+00	7.345120e-02	5.000000e+01
5.675000e+01	5.975000e+02	3.254264e+00	1.198869e-01	5.000000e+01
5.700000e+01	6.000000e+02	3.284362e+00	6.785178e-02	5.000000e+01
5.725000e+01	6.025000e+02	3.299658e+00	9.160620e-02	5.000000e+01
5.750000e+01	6.050000e+02	3.266795e+00	7.467012e-02	5.000000e+01
5.775000e+01	6.075000e+02	3.261495e+00	1.251129e-01	5.000000e+01
5.800000e+01	6.100000e+02	3.228956e+00	1.161983e-01	5.000000e+01
5.825000e+01	6.125000e+02	3.237292e+00	1.683245e-01	5.000000e+01
5.850000e+01	6.150000e+02	3.255985e+00	1.428766e-01	5.000000e+01
5.875000e+01	6.175000e+02	3.265567e+00	1.409251e-01	5.000000e+01
5.900000e+01	6.200000e+02	3.267184e+00	1.693737e-01	5.000000e+01
5.925000e+01	6.225000e+02	3.244958e+00	1.585826e-01	5.000000e+01
5.950000e+01	6.250000e+02	3.230809e+00	1.525654e-01	5.000000e+01
5.975000e+01	6.275000e+02	3.238667e+00	1.963034e-01	5.000000e+01
6.000000e+01	6.300000e+02	3.230704e+00	1.979082e-01	5.000000e+01
6.025000e+01	6.325000e+02	3.268512e+00	2.160581e-01	5.000000e+01
6.050000e+01	6.350000e+02	3.206442e+00	2.317061e-01	5.000000e+01
6.075000e+01	6.375000e+02	3.248001e+00	2.255452e-01	5.000000e+01
6.100000e+01	6.400000e+02	3.236287e+00	2.557757e-01	5.000000e+01
6.125000e+01	6.425000e+02	3.188399e+00	2.936741e-01	5.000000e+01
6.150000e+01	6.450000e+02	3.087532e+00	2.482673e-01	5.000000e+01
6.175000e+01	6.475000e+02	3.036659e+00	3.165436e-01	5.000000e+01
6.200000e+01	6.500000e+02	2.936851e+00	2.881201e-01	5.000000e+01
6.225000e+01	6.525000e+02	2.859195e+00	2.885733e-01	5.000000e+01
6.250000e+01	6.550000e+02	2.790263e+00	3.630676e-01	5.000000e+01
6.275000e+01	6.575000e+02	2.766097e+00	3.278679e-01	5.000000e+01
6.300000e+01	6.600000e+02	2.684499e+00	3.619864e-01	5.000000e+01
6.325000e+01	6.625000e+02	2.603454e+00	3.602487e-01	5.000000e+01
6.350000e+01	6.650000e+02	2.592752e+00	3.190539e-01	5.000000e+01
6.375000e+01	6.675000e+02	2.451735e+00	3.632467e-01	5.000000e+01
6.400000e+01	6.700000e+02	2.395039e+00	3.578321e-01	5.000000e+01
6.425000e+01	6.725000e+02	2.318069e+00	3.483058e-01	5.000000e+01
6.450000e+01	6.750000e+02	2.236547e+00	3.457612e-01	5.000000e+01
6.475000e+01	6.775000e+02	2.219444e+00	3.885054e-01	5.000000e+01
6.500000e+01	6.800000e+02	2.132041e+00	4.027040e-01	5.000000e+01
6.525000e+01	6.825000e+02	2.000611e+00	4.022969e-01	5.000000e+01
6.550000e+01	6.850000e+02	1.951201e+00	3.910724e-01	5.000000e+01
6.575000e+01	6.875000e+02	1.898190e+00	3.830265e-01	5.000000e+01
6.600000e+01	6.900000e+02	1.835240e+00	3.801574e-01	5.000000e+01
6.625000e+01	6.925000e+02	1.720073e+00	3.887730e-01	5.000000e+01
6.650000e+01	6.950000e+02	1.630622e+00	3.782806e-01	5.000000e+01
6.675000e+01	6.975000e+02	1.567553e+00	3.930320e-01	5.000000e+01
6.700000e+01	7.000000e+02	1.535691e+00	3.938985e-01	5.000000e+01
6.725000e+01	7.025000e+02	1.464614e+00	3.728169e-01	5.000000e+01
6.750000e+01	7.050000e+02	1.403629e+00	3.816224e-01	5.000000e+01
6.775000e+01	7.075000e+02	1.309814e+00	3.657600e-01	5.000000e+01
6.800000e+01	7.100000e+02	1.229866e+00	3.747918e-01	5.000000e+01
6.825000e+01	7.125000e+02	1.142688e+00	3.781899e-01	5.000000e+01
6.850000e+01	7.150000e+02	1.121683e+00	3.640742e-01	5.000000e+01
6.875000e+01	7.175000e+02	1.052139e+00	3.617636e-01	5.000000e+01
6.900000e+01	7.200000e+02	9.948184e-01	3.104864e-01	5.000000e+01
6.925000e+01	7.225000e+02	9.201699e-01	3.266109e-01	5.000000e+01
6.950000e+01	7.250000e+02	8.291559e-01	3.298871e-01	5.000000e+01
6.975000e+01	7.275000e+02	7.910931e-01	3.269110e-01	5.000000e+01
7.000000e+01	7.300000e+02	6.894926e-01	2.714911e-01	5.000000e+01
7.025000e+01	7.325000e+02	6.080765e-01	2.956867e-01	5.000000e+01
7.050000e+01	7.350000e+02	5.406196e-01	3.054326e-01	5.000000e+01
7.075000e+01	7.375000e+02	4.688684e-01	2.663419e-01	5.000000e+01
7.100000e+01	7.400000e+02	3.652667e-01	2.564967e-01	5.000000e+01
7.125000e+01	7.425000e+02	3.436277e-01	2.558040e-01	5.000000e+01
7.150000e+01	7.450000e+02	3.202476e-01	2.401205e-01	5.000000e+01
7.175000e+01	7.475000e+02	3.073924e-01	2.370876e-01	5.000000e+01
7.200000e+01	7.500000e+02	3.000093e-01	2.135434e-01	5.000000e+01
7.225000e+01	7.525000e+02	3.228079e-01	2.037757e-01	5.000000e+01
7.250000e+01	7.550000e+02	3.510543e-01	1.738818e-01	5.000000e+01
7.275000e+01	7.575000e+02	3.158034e-01	1.751412e-01	5.000000e+01
7.300000e+01	7.600000e+02	3.043397e-01	1.928825e-01	5.000000e+01
7.325000e+01	7.625000e+02	3.025796e-01	1.532902e-01	5.000000e+01
7.350000e+01	7.650000e+02	3.135351e-01	1.438680e-01	5.000000e+01
7.375000e+01	7.675000e+02	2.884399e-01	1.276119e-01	5.000000e+01
7.400000e+01	7.700000e+02	3.123695e-01	1.437464e-01	5.000000e+01
7.425000e+01	7.725000e+02	3.162848e-01	1.018449e-01	5.000000e+01
7.450000e+01	7.750000e+02	3.537383e-01	1.284730e-01	5.000000e+01
7.475000e+01	7.775000e+02	3.348129e-01	8.324655e-02	5.000000e+01
7.500000e+01	7.800000e+02	3.367146e-01	7.295866e-02	5.000000e+01
7.525000e+01	7.825000e+02	3.000281e-01	9.076994e-02	5.000000e+01
7.550000e+01	7.850000e+02	3.290684e-01	8.220064e-02	5.000000e+01
7.575000e+01	7.875000e+02	2.910730e-01	7.890084e-02	5.000000e+01
7.600000e+01	7.900000e+02	3.215512e-01	8.795505e-02	5.000000e+01
7.625000e+01	7.925000e+02	3.237935e-01	5.260393e-02	5.000000e+01
7.650000e+01	7.950000e+02	2.989054e-01	6.424920e-02	5.000000e+01
7.675000e+01	7.975000e+02	3.569870e-01	3.210366e-02	5.000000e+01
7.700000e+01	8.000000e+02	3.269148e-01	7.075703e-02	5.000000e+01
7.725000e+01	8.025000e+02	2.750427e-01	5.384597e-02	5.000000e+01
7.750000e+01	8.050000e+02	3.266101e-01	4.788534e-02	5.000000e+01
7.775000e+01	8.075000e+02	3.064444e-01	3.719048e-02	5.000000e+01
7.800000e+01	8.100000e+02	3.150289e-01	1.430281e-02	5.000000e+01
7.825000e+01	8.125000e+02	3.247811e-01	2.033697e-02	5.000000e+01
7.850000e+01	8.150000e+02	3.232012e-01	3.406092e-02	5.000000e+01
7.875000e+01	8.175000e+02	2.721778e-01	2.103743e-02	5.000000e+01
7.900000e+01	8.200000e+02	2.906753e-01	2.153032e-02	5.000000e+01
7.925000e+01	8.225000e+02	3.312251e-01	-1.028423e-02	5.000000e+01
7.950000e+01	8.250000e+02	3.423253e-01	1.859745e-02	5.000000e+01
7.975000e+01	8.275000e+02	3.549662e-01	-6.081912e-04	5.000000e+01
8.000000e+01	8.300000e+02	3.528665e-01	-1.000499e-02	5.000000e+01
8.025000e+01	8.325000e+02	2.718337e-01	7.161853e-03	5.000000e+01
8.050000e+01	8.350000e+02	3.311591e-01	-2.813181e-02	5.000000e+01
8.075000e+01	8.375000e+02	2.747579e-01	2.184843e-02	5.000000e+01
